id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,customer_type
order_12323,user_2904,2025-05-29,ARGENTINA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,81.28,0.0,81.28,RETAIL
order_12324,user_3026,2025-02-13,ARGENTINA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,1,365.14,15.0,350.14,RETAIL
order_12325,user_7995,2025-02-04,ARGENTINA,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,1,180.64,0.0,180.64,RETAIL
order_12326,user_6578,2025-03-29,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,437.37,0.0,874.74,RETAIL
order_12327,user_1402,2025-03-01,MEXICO,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,337.03,0.0,337.03,RETAIL
order_12328,user_4031,2025-04-26,ARGENTINA,MOBILE,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,443.59,10.0,433.59,RETAIL
order_12329,user_2988,2025-05-26,MEXICO,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,487.76,10.0,477.76,RETAIL
order_12330,user_1787,2025-04-11,ARGENTINA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,189.12,0.0,378.23,RETAIL
order_12331,user_5320,2025-03-08,ARGENTINA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,434.82,10.0,424.82,RETAIL
order_12332,user_7652,2025-05-29,ARGENTINA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,2,121.58,5.0,238.16,RETAIL
order_12333,user_7407,2025-05-12,COLOMBIA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,476.93,0.0,953.85,RETAIL
order_12334,user_4090,2025-06-06,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,222.73,0.0,445.47,RETAIL
order_12335,user_2552,2025-06-10,COLOMBIA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,129.67,5.0,124.67,RETAIL
order_12336,user_3371,2025-05-26,COLOMBIA,DESKTOP,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,456.0,0.0,911.99,RETAIL
order_12337,user_3483,2025-04-29,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,270.64,5.0,536.27,RETAIL
order_12338,user_3977,2025-06-30,ARGENTINA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,468.91,5.0,932.82,RETAIL
order_12339,user_1388,2025-04-20,ARGENTINA,DESKTOP,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,1,253.46,0.0,253.46,RETAIL
order_12340,user_5379,2025-03-22,ARGENTINA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,84.68,10.0,159.37,RETAIL
order_12341,user_2401,2025-02-27,ARGENTINA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,287.94,5.0,282.94,RETAIL
order_12342,user_176,2025-05-08,ARGENTINA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,46.48,0.0,92.97,RETAIL
order_12343,user_7143,2025-06-20,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,257.85,5.0,252.85,RETAIL
order_12344,user_4099,2025-05-22,MEXICO,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,227.8,0.0,227.8,RETAIL
order_12345,user_4834,2025-05-03,MEXICO,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,395.44,0.0,395.44,RETAIL
order_12346,user_5467,2025-02-25,MEXICO,DESKTOP,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,360.32,5.0,715.64,RETAIL
order_12347,user_1229,2025-06-23,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,132.55,0.0,132.55,RETAIL
order_12348,user_2705,2025-06-27,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,187.33,0.0,187.33,RETAIL
order_12349,user_5103,2025-04-24,MEXICO,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,54.48,15.0,39.48,RETAIL
order_12350,user_6341,2025-01-26,MEXICO,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,25.8,0.0,51.61,RETAIL
order_12351,user_2782,2025-04-30,COLOMBIA,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,295.74,0.0,295.74,RETAIL
order_12352,user_4792,2025-04-10,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,326.89,0.0,653.78,RETAIL
order_12353,user_5751,2025-06-25,COLOMBIA,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,2,407.4,5.0,809.8,RETAIL
order_12354,user_4821,2025-02-19,COLOMBIA,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,2,50.36,5.0,95.73,RETAIL
order_12355,user_5079,2025-01-07,MEXICO,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,394.38,5.0,389.38,RETAIL
order_12356,user_4209,2025-01-01,ARGENTINA,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,283.02,5.0,561.04,RETAIL
order_12357,user_1175,2025-05-17,MEXICO,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,2,283.53,10.0,557.06,RETAIL
order_12358,user_7358,2025-05-30,MEXICO,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,2,373.5,15.0,732.01,RETAIL
order_12359,user_5668,2025-02-18,MEXICO,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,368.97,0.0,737.93,RETAIL
order_12360,user_5808,2025-05-09,MEXICO,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,284.53,0.0,284.53,RETAIL
order_12361,user_5615,2025-01-04,COLOMBIA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,1,311.29,0.0,311.29,RETAIL
order_12362,user_4636,2025-02-18,MEXICO,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,396.61,0.0,793.21,RETAIL
order_12363,user_3066,2025-05-31,ARGENTINA,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,2,432.25,10.0,854.5,RETAIL
order_12364,user_1430,2025-02-03,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,79.0,0.0,79.0,RETAIL
order_12365,user_4752,2025-03-27,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,2,290.14,10.0,570.29,RETAIL
order_12366,user_4082,2025-01-12,COLOMBIA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,158.64,10.0,307.28,RETAIL
order_12367,user_4145,2025-02-27,MEXICO,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,1,39.64,0.0,39.64,RETAIL
order_12368,user_7889,2025-02-05,COLOMBIA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,133.75,15.0,118.75,RETAIL
order_12369,user_5937,2025-06-24,MEXICO,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,123.73,10.0,237.45,RETAIL
order_12370,user_1008,2025-03-22,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,319.77,10.0,629.54,RETAIL
order_12371,user_7338,2025-04-28,ARGENTINA,DESKTOP,ORGANIC,SNEAKERS-URBAN-42,MODA,1,151.66,15.0,136.66,RETAIL
order_12372,user_5171,2025-06-27,ARGENTINA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,310.86,0.0,310.86,RETAIL
order_12373,user_3936,2025-03-26,MEXICO,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,2,198.7,10.0,387.39,RETAIL
order_12374,user_760,2025-03-14,MEXICO,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,1,89.62,10.0,79.62,RETAIL
order_12375,user_6222,2025-02-09,COLOMBIA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,125.58,0.0,251.16,RETAIL
order_12376,user_4382,2025-06-26,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,373.79,0.0,747.57,RETAIL
order_12377,user_4709,2025-02-05,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,219.83,0.0,219.83,RETAIL
order_12378,user_5894,2025-03-04,MEXICO,DESKTOP,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,251.35,5.0,497.69,RETAIL
order_12379,user_2666,2025-05-05,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,280.78,0.0,561.55,RETAIL
order_12380,user_1263,2025-04-19,COLOMBIA,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,72.76,5.0,67.76,RETAIL
order_12381,user_5246,2025-03-26,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,397.85,0.0,795.7,RETAIL
order_12382,user_6192,2025-05-30,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,283.25,0.0,566.51,RETAIL
order_12383,user_2318,2025-04-02,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,1,242.63,0.0,242.63,RETAIL
order_12384,user_6401,2025-03-30,ARGENTINA,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,211.5,0.0,422.99,RETAIL
order_12385,user_6339,2025-01-11,COLOMBIA,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,309.62,0.0,309.62,RETAIL
order_12386,user_5961,2025-02-08,COLOMBIA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,434.34,5.0,429.34,RETAIL
order_12387,user_3016,2025-04-16,COLOMBIA,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,2,189.92,0.0,379.83,RETAIL
order_12388,user_2437,2025-03-06,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,2,361.65,10.0,713.3,RETAIL
order_12389,user_5370,2025-04-18,MEXICO,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,406.66,0.0,406.66,RETAIL
order_12390,user_6997,2025-03-09,ARGENTINA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,276.68,5.0,548.35,RETAIL
order_12391,user_7054,2025-04-03,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,145.98,5.0,140.98,RETAIL
order_12392,user_756,2025-05-01,ARGENTINA,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,76.15,0.0,76.15,RETAIL
order_12393,user_5088,2025-01-29,COLOMBIA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,292.74,0.0,292.74,RETAIL
order_12394,user_3655,2025-01-28,COLOMBIA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,213.34,5.0,208.34,RETAIL
order_12395,user_4268,2025-03-05,ARGENTINA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,334.47,10.0,324.47,RETAIL
order_12396,user_6532,2025-06-02,COLOMBIA,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,137.52,0.0,275.03,RETAIL
order_12397,user_6609,2025-06-12,MEXICO,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,379.4,10.0,369.4,RETAIL
order_12398,user_1617,2025-06-23,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,353.61,0.0,353.61,RETAIL
order_12399,user_7933,2025-01-04,ARGENTINA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,360.63,10.0,350.63,RETAIL
order_12400,user_2136,2025-03-25,COLOMBIA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,1,379.51,10.0,369.51,RETAIL
order_12401,user_7330,2025-04-14,ARGENTINA,DESKTOP,ORGANIC,SNEAKERS-URBAN-42,MODA,1,125.31,0.0,125.31,RETAIL
order_12402,user_676,2025-02-09,COLOMBIA,MOBILE,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,46.73,10.0,83.46,RETAIL
order_12403,user_2769,2025-02-08,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,400.94,5.0,796.88,RETAIL
order_12404,user_6683,2025-05-19,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,226.9,0.0,226.9,RETAIL
order_12405,user_3123,2025-06-17,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,242.96,10.0,232.96,RETAIL
order_12406,user_1361,2025-01-07,ARGENTINA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,143.63,5.0,282.27,RETAIL
order_12407,user_2861,2025-03-17,ARGENTINA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,320.98,15.0,626.96,RETAIL
order_12408,user_5192,2025-05-23,MEXICO,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,2,258.71,5.0,512.42,RETAIL
order_12409,user_1279,2025-03-05,COLOMBIA,DESKTOP,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,2,196.67,15.0,378.35,RETAIL
order_12410,user_3233,2025-03-07,ARGENTINA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,333.01,0.0,333.01,RETAIL
order_12411,user_4448,2025-03-24,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,438.15,0.0,438.15,RETAIL
order_12412,user_231,2025-03-29,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,269.73,5.0,264.73,RETAIL
order_12413,user_4920,2025-01-14,ARGENTINA,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,23.84,15.0,32.68,RETAIL
order_12414,user_3253,2025-04-15,ARGENTINA,DESKTOP,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,1,471.62,0.0,471.62,RETAIL
order_12415,user_6027,2025-03-27,ARGENTINA,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,1,168.65,10.0,158.65,RETAIL
order_12416,user_5104,2025-05-08,MEXICO,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,395.67,0.0,791.34,RETAIL
order_12417,user_6200,2025-05-18,COLOMBIA,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,387.57,0.0,387.57,RETAIL
order_12418,user_4516,2025-06-22,COLOMBIA,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,303.09,0.0,303.09,RETAIL
order_12419,user_158,2025-02-25,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,1,467.08,0.0,467.08,RETAIL
order_12420,user_7912,2025-02-05,COLOMBIA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,202.36,0.0,404.71,RETAIL
order_12421,user_2703,2025-02-19,ARGENTINA,MOBILE,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,2,444.98,0.0,889.97,RETAIL
order_12422,user_1844,2025-06-03,MEXICO,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,463.41,15.0,448.41,RETAIL
order_12423,user_1998,2025-06-23,MEXICO,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,493.0,0.0,493.0,RETAIL
order_12424,user_4435,2025-01-10,COLOMBIA,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,1,372.65,15.0,357.65,RETAIL
order_12425,user_6655,2025-02-15,MEXICO,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,2,495.23,0.0,990.45,RETAIL
order_12426,user_7659,2025-03-04,ARGENTINA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,2,329.15,0.0,658.31,RETAIL
order_12427,user_2466,2025-04-07,ARGENTINA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,315.46,0.0,630.92,RETAIL
order_12428,user_1264,2025-02-06,COLOMBIA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,169.38,0.0,169.38,RETAIL
order_12429,user_2380,2025-04-19,COLOMBIA,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,355.91,10.0,701.82,RETAIL
order_12430,user_2499,2025-05-25,MEXICO,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,470.62,0.0,470.62,RETAIL
order_12431,user_6554,2025-06-25,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,129.17,10.0,119.17,RETAIL
order_12432,user_1272,2025-01-16,MEXICO,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,260.37,0.0,260.37,RETAIL
order_12433,user_4878,2025-04-06,ARGENTINA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,67.25,0.0,134.5,RETAIL
order_12434,user_1468,2025-06-23,MEXICO,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,82.65,0.0,165.3,RETAIL
order_12435,user_7223,2025-01-27,COLOMBIA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,2,258.77,0.0,517.54,RETAIL
order_12436,user_298,2025-06-05,MEXICO,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,1,321.86,5.0,316.86,RETAIL
order_12437,user_1027,2025-06-14,MEXICO,DESKTOP,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,27.63,0.0,55.26,RETAIL
order_12438,user_524,2025-04-29,MEXICO,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,125.73,5.0,246.47,RETAIL
order_12439,user_6110,2025-01-18,MEXICO,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,1,491.55,0.0,491.55,RETAIL
order_12440,user_1808,2025-06-23,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,276.01,0.0,276.01,RETAIL
order_12441,user_2821,2025-01-10,ARGENTINA,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,250.66,10.0,491.32,RETAIL
order_12442,user_7412,2025-05-30,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,481.83,15.0,466.83,RETAIL
order_12443,user_6526,2025-03-06,MEXICO,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,336.24,0.0,672.47,RETAIL
order_12444,user_2728,2025-01-09,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,1,328.58,0.0,328.58,RETAIL
order_12445,user_7943,2025-06-03,COLOMBIA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,94.81,0.0,189.63,RETAIL
order_12446,user_1076,2025-02-11,COLOMBIA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,277.55,5.0,272.55,RETAIL
order_12447,user_3510,2025-04-08,MEXICO,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,243.48,15.0,228.48,RETAIL
order_12448,user_5170,2025-01-19,COLOMBIA,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,2,41.28,0.0,82.55,RETAIL
order_12449,user_7765,2025-02-19,MEXICO,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,2,445.29,5.0,885.57,RETAIL
order_12450,user_2444,2025-06-25,MEXICO,DESKTOP,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,263.37,15.0,248.37,RETAIL
order_12451,user_1555,2025-05-31,MEXICO,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,456.45,10.0,446.45,RETAIL
order_12452,user_7209,2025-01-19,MEXICO,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,41.13,0.0,41.13,RETAIL
order_12453,user_6789,2025-02-10,MEXICO,DESKTOP,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,133.36,10.0,256.72,RETAIL
order_12454,user_7876,2025-04-07,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,136.35,5.0,131.35,RETAIL
order_12455,user_2745,2025-06-06,ARGENTINA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,65.85,0.0,65.85,RETAIL
order_12456,user_7676,2025-01-01,MEXICO,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,450.5,10.0,440.5,RETAIL
order_12457,user_153,2025-02-27,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,180.73,0.0,180.73,RETAIL
order_12458,user_4575,2025-01-22,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,352.59,5.0,700.18,RETAIL
order_12459,user_496,2025-04-17,MEXICO,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,314.06,0.0,628.11,RETAIL
order_12460,user_2259,2025-01-15,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,297.37,5.0,589.73,RETAIL
order_12461,user_167,2025-02-02,COLOMBIA,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,1,418.92,5.0,413.92,RETAIL
order_12462,user_7551,2025-05-11,MEXICO,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,387.65,0.0,387.65,RETAIL
order_12463,user_6045,2025-04-29,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,316.81,15.0,301.81,RETAIL
order_12464,user_5981,2025-03-13,MEXICO,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,142.95,0.0,285.89,RETAIL
order_12465,user_2413,2025-01-14,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,155.31,5.0,305.61,RETAIL
order_12466,user_5482,2025-06-08,COLOMBIA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,348.98,0.0,348.98,RETAIL
order_12467,user_855,2025-05-06,COLOMBIA,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,1,425.64,0.0,425.64,RETAIL
order_12468,user_366,2025-05-18,MEXICO,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,170.44,0.0,340.89,RETAIL
order_12469,user_218,2025-02-12,COLOMBIA,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,30.2,5.0,55.4,RETAIL
order_12470,user_5038,2025-02-07,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,414.6,15.0,399.6,RETAIL
order_12471,user_4734,2025-02-19,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,382.56,10.0,372.56,RETAIL
order_12472,user_735,2025-06-27,ARGENTINA,MOBILE,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,295.75,15.0,576.51,RETAIL
order_12473,user_5413,2025-06-27,MEXICO,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,417.48,10.0,407.48,RETAIL
order_12474,user_6446,2025-01-07,MEXICO,MOBILE,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,1,417.18,5.0,412.18,RETAIL
order_12475,user_60,2025-02-12,COLOMBIA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,253.12,0.0,253.12,RETAIL
order_12476,user_5499,2025-05-28,MEXICO,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,213.05,0.0,426.11,RETAIL
order_12477,user_6719,2025-03-16,ARGENTINA,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,119.52,0.0,239.04,RETAIL
order_12478,user_556,2025-06-30,COLOMBIA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,35.46,10.0,60.92,RETAIL
order_12479,user_2894,2025-05-09,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,26.95,0.0,26.95,RETAIL
order_12480,user_6951,2025-02-05,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,1,491.64,0.0,491.64,RETAIL
order_12481,user_7986,2025-03-11,ARGENTINA,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,102.17,5.0,97.17,RETAIL
order_12482,user_3621,2025-01-04,COLOMBIA,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,1,56.55,5.0,51.55,RETAIL
order_12483,user_7193,2025-04-17,COLOMBIA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,1,284.69,5.0,279.69,RETAIL
order_12484,user_1822,2025-01-05,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,234.37,15.0,219.37,RETAIL
order_12485,user_3795,2025-03-09,COLOMBIA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,493.05,5.0,981.09,RETAIL
order_12486,user_1575,2025-06-27,MEXICO,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,2,186.4,10.0,362.8,RETAIL
order_12487,user_4188,2025-03-29,COLOMBIA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,1,190.78,10.0,180.78,RETAIL
order_12488,user_5377,2025-04-29,MEXICO,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,56.19,0.0,112.38,RETAIL
order_12489,user_5597,2025-05-21,MEXICO,DESKTOP,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,123.4,0.0,123.4,RETAIL
order_12490,user_7026,2025-03-06,COLOMBIA,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,1,446.43,5.0,441.43,RETAIL
order_12491,user_4790,2025-05-21,MEXICO,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,2,113.45,5.0,221.9,RETAIL
order_12492,user_3918,2025-03-08,COLOMBIA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,119.52,0.0,119.52,RETAIL
order_12493,user_4292,2025-01-01,ARGENTINA,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,90.53,0.0,90.53,RETAIL
order_12494,user_6251,2025-06-28,ARGENTINA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,371.47,5.0,737.95,RETAIL
order_12495,user_2253,2025-04-17,MEXICO,DESKTOP,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,469.42,10.0,459.42,RETAIL
order_12496,user_6824,2025-04-30,COLOMBIA,MOBILE,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,251.14,15.0,487.29,RETAIL
order_12497,user_5556,2025-01-14,COLOMBIA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,238.66,0.0,238.66,RETAIL
order_12498,user_1885,2025-01-23,MEXICO,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,139.85,0.0,139.85,RETAIL
